temperature,gas_level,humidity,pressure,smoke,worker_count,maintenance,permit_status,equipment_health,shift,incident
32.198262380067476,17.5801059150345,77.59019081763532,114.26807133402143,4.690024226220323,5,0,pending,78.11273645230456,day,0
37.658130505875285,9.564448013801247,83.35574354301207,112.94671535165074,18.394983899159957,6,1,approved,94.86745071481158,swing,0
29.41384680652702,5.986162199383666,52.46806882615004,105.97716014808492,11.703487011304798,3,0,approved,75.52110437939389,night,0
37.46519720689422,4.621096527982162,51.71979077169228,100.75817472432642,3.259849371589086,12,0,rejected,51.103487124871506,night,0
10.0,38.98481759007486,53.801333534927515,99.2756614326487,6.412057805989022,8,0,approved,73.56688058958918,day,0
43.14847481081058,5.158274462983155,29.881766661320427,93.76397130845419,1.4452202969949393,3,0,approved,68.84100615283097,day,0
36.539152954596496,8.600978087721607,50.63311181960158,98.84213453034658,25.010416799519945,5,0,pending,81.33619522289439,day,0
33.96555515999883,6.469624321522479,80.72412831323868,108.26819167670516,9.866590733513412,3,0,approved,90.05910629507085,swing,0
40.63709700728172,1.3518057046775223,52.469670088441596,115.58511305619949,3.7509942780641627,3,0,approved,67.70677083531575,night,0
20.79723292441471,3.085714796522783,39.39948208191692,94.46814954428768,3.061037793628931,3,0,approved,100.0,night,0
61.15123995945539,3.1515956246924377,62.4502842895672,85.03989212262641,2.181178630691196,6,0,pending,78.41989641813063,day,1
36.766790462148805,17.745381819943443,44.99201802258832,96.75300803110156,12.35368012877196,12,0,approved,56.24891641452081,swing,0
36.24986680433373,7.827929763675221,54.0032181449811,108.23163290296908,4.5619763053099875,6,0,approved,82.97906007393613,swing,0
26.415245478404934,22.8466715101171,35.967268291790816,117.57821832527256,3.2064146374302633,13,0,approved,51.10904678571886,day,0
38.28735658939114,18.51395071694689,39.45063758219902,111.48032965325443,18.84972236156468,9,0,approved,92.2975945739937,day,0
54.64351868327937,3.1988222164832307,66.06488882295389,111.28228169902702,1.3022029702700788,4,0,pending,59.319839314497145,day,0
50.43099451318441,12.414479817214561,56.738001691016315,94.20351717060208,2.4504133738288836,6,0,approved,60.958405535880324,day,0
48.253253013686674,20.37486858506452,43.359139197357756,94.42888501160793,3.382099331460449,2,0,approved,91.27029690693121,night,0
44.55678742000726,15.037655932007542,56.79302695457354,90.40952290187033,2.407235341725406,9,0,approved,79.92380784898846,day,0
33.69748966924868,13.744980044186194,45.892799369091115,95.67616211099656,7.04358731456936,9,0,pending,82.31376919462916,day,0
20.598041995559576,20.183672697249083,43.24359745944746,108.31278226728932,7.350974710591483,6,0,approved,74.73565462745688,night,0
35.58753473760038,0.8768476399750093,72.46051595872459,113.99589749547941,0.45043799344268337,9,0,pending,76.39844356422086,day,0
35.16954242559587,19.719205626567565,66.74316329783157,103.7641381702629,1.2488252753432134,4,0,pending,98.92823558857557,day,0
50.58553327605489,4.775320842839676,54.680907255533576,98.95903231992065,1.7704494862297504,4,1,approved,68.18852538496873,day,0
41.712685309517845,12.725004857420146,57.16506005874555,92.46620145861263,0.583388135312312,5,0,approved,76.12590506193533,day,0
57.347738334842575,4.16211512977277,54.87402973998485,100.09987875189366,1.066075339070281,3,0,approved,63.947936242350245,night,0
52.369862480458096,27.378276953681592,62.305138887603086,102.62501062120444,2.19182601734978,8,0,pending,70.99552440590033,day,0
32.522052685950854,9.825040915720116,43.00747512316458,89.29542341781443,3.3925438775713452,6,0,approved,69.98001291375522,night,0
16.45844964056158,15.447822578408259,67.93757100052964,108.37178342805431,12.53520518185219,7,0,approved,80.16976606760362,night,0
54.626902807297775,23.70416188241017,60.30348756836219,97.60868802953073,1.966233306468923,7,0,pending,70.39251431857915,day,0
54.31262267876893,33.85202811612978,51.054154931656726,107.8913267288096,8.869927237491831,4,0,approved,72.3645660887946,night,0
21.60546090917329,19.75500046202638,47.683329527371875,100.91264030359213,0.47698964966718715,2,0,approved,66.70434455222902,day,0
56.110880237930004,2.4160686600994983,67.61696412650213,103.37773354309846,8.589194024372278,6,0,approved,61.44488176524236,day,0
42.58540604711021,28.91702532751491,52.742705257748405,95.38440631934954,12.66701206843932,8,0,approved,70.31397232242708,swing,0
39.928225977507836,14.457730270123283,44.51660356255244,98.24307771347641,7.427067414271655,7,1,pending,66.8361169117285,swing,1
57.377399050967924,14.102979873911082,49.231453495385146,106.13633698689566,1.7990834437907937,8,1,approved,79.30033173357039,swing,0
54.136222078767375,38.139414431567566,66.5380697333374,99.94801412209301,3.2086938240984835,4,0,approved,64.48156735171773,day,0
45.81597142394244,4.291880384705469,30.8417019813094,92.16020787442264,13.085489178332628,5,0,pending,95.42381136398635,day,0
43.678604789743794,4.10841578422722,49.668866416292914,101.89259244041824,4.5246750114778,8,0,approved,64.69574493137196,night,0
45.39673148636431,10.798330167095665,71.05874004513646,104.08540013470721,2.357488591010355,3,0,rejected,80.4512700537873,day,0
33.19931079340969,20.846289001208614,52.47674841845113,111.98310820537624,21.587754348477553,3,0,rejected,79.33307380292688,day,0
37.338782603212145,8.892489739594257,59.09225098416762,110.22042614927577,8.114643914138615,4,0,approved,77.89829016631333,day,0
27.172194144865486,15.072378610112438,71.30153446805792,100.48291562916906,13.107421087639937,7,0,approved,71.49186414544164,day,0
34.00352269113297,9.036569650632185,68.38494480095756,96.62131868268604,0.19845640933742173,2,0,pending,100.0,swing,0
33.60039345597281,14.139027051912949,48.39911840440117,99.17358880510648,3.316086174305629,7,0,approved,94.46837308932119,day,0
30.376335564540025,25.911696385661656,53.044096716942455,96.81013194097662,4.91316359746726,8,0,approved,99.54936094920093,night,0
39.64095803178156,2.9854866669267,68.5714585259352,105.04928980563157,7.082631355965396,5,0,pending,91.40506937840127,day,0
34.11222979159307,17.830280524089876,69.09204230925847,109.3333209809252,1.685490590851175,3,0,approved,86.79135492217044,night,0
44.026816644223686,23.22695834590958,53.67924812027588,110.91867487435272,5.512501112854037,7,0,pending,75.05998682306219,night,0
18.532152640474816,8.88898136909529,54.1968152156136,97.70234838001868,9.257359261746249,2,0,approved,71.0329570370917,day,0
36.639742470712406,5.856436251415379,59.01525541800777,96.90378880468705,3.3956674377548057,4,0,approved,100.0,swing,0
